label,title,abstract,doi,notes_i
ref_410,Understanding and applying principles of social cognition and decision making in adaptive environmental governance,"Environmental governance systems are under greater pressure to adapt and to cope with increased social and ecological uncertainty from stressors like climate change. We review principles of social cognition and decision making that shape and constrain how environmental governance systems adapt. We focus primarily on the interplay between key decision makers in society and legal systems. We argue that adaptive governance must overcome three cooperative dilemmas to facilitate adaptation: (1) encouraging collaborative problem solving, (2) garnering social acceptance and commitment, and (3) cultivating a culture of trust and tolerance for change and uncertainty. However, to do so governance systems must cope with biases in people’s decision making that cloud their judgment and create conflict. These systems must also satisfy people’s fundamental needs for self-determination, fairness, and security, ensuring that changes to environmental governance are perceived as legitimate, trustworthy, and acceptable. We discuss the implications of these principles for common governance solutions (e.g., public participation, enforcement) and conclude with methodological recommendations. We outline how scholars can investigate the social cognitive principles involved in cases of adaptive governance. © 2017 by the author(s).",10.5751/ES-09154-220133,NA
ref_419,"Phthalate esters in soil, plastic film, and vegetable from greenhouse vegetable production bases in Beijing, China: Concentrations, sources, and risk assessment","The increased use of plastic film in greenhouse vegetable production (GVP) could result in phthalate ester (PAE) contamination in vegetables. However, limited information is currently available on their occurrence and associated potential risks in GVP systems. The present study documents the occurrence and composition of 15 PAEs in soil, plastic film, and vegetable samples from eight large-scale GVP bases in Beijing, China. Results showed that PAEs are ubiquitous contaminants in these GVP bases. Total PAE concentrations ranged from 0.14 to 2.13 mg/kg (mean 0.99 mg/kg) in soils and from 0.15 to 6.94 mg/kg (mean 1.49 mg/kg) in vegetables. Di (2-ethylhexyl) phthalate, di-n-butyl phthalate, and diisobutyl phthalate were the most abundant components, which accounted for > 90% of the total PAEs. This investigation also indicated that the widespread application of plastic film in GVP systems may be the primary source of these PAEs. The non-cancer and carcinogenic risks of target PAEs were estimated based on the exposures of vegetable intake. The hazard quotients of PAE in all vegetable samples were lower than 1 and the carcinogenic risks were also at acceptable levels for consumers. The data in this study can provide valuable information to understand the status of potential pollutants, specifically PAEs, in GVP systems. © 2016 Elsevier B.V.",10.1016/j.scitotenv.2016.06.077,"Yes
Contamination of plastic on soil"
ref_422,Externalities: why environmental sociology should bring them in,"The concept of externalities represents the core of environmental economics but appears much less in sociology and other social sciences. This article presents the concept of externalities and makes a case for its usefulness, noting reasons why environmental sociologists should like it and use it more than they do currently. The concept is closely tied to theories–of why environmental problems occur and how they can be addressed–which contradict influential perspectives in environmental sociology. But an externalities-centred approach to environmental issues is nonetheless highly sociological and consistent with current research in other subfields. From an externalities perspective, environmental problems and protection are intrinsically social, and often highly political, rooted in relations of injustice and/or distrust. Practically, the most promising solutions to environmental problems embody a balance of market liberalism and strong state regulation. Externalities should therefore be a constructively unifying concept for environmental research across the social sciences. The concept is also provocative; however, in that its diagnosis of environmental problems amounts to powerful advocacy for major policy changes–even if within capitalism and given continued economic growth. © 2016, © 2016 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",10.1080/23251042.2016.1196636,Book? on externalities
ref_423,Endocrine disruptors: Strategies for determination and occurrence in marine environments,"Research examining the occurrence of endocrine disruptors (ED) in the marine environment has substantially increased. These contaminants have been observed in several environmental compartments and matrices, and they may cause severe adverse efects in humans and ecosystems. In this study more than 240 papers investigating the analytical developments regarding the analysis on ED in environmental matrices and the occurrence of these compounds were critically evaluated. Modern sample preparation procedures aiming the use of minimal sample manipulation, minimal amount of solvents and energy according to the Green Chemistry principles are widely used. The ED in marine environments occurs in trace concentrations and their quantification still represents a challenge. The efects of these contaminants in marine ecosystems are poorly understood. However, due to their large use, it is predicted that new analytical developments to deal with ED contamination will promote a large increase in the number of scientific publications in the near future. Regulations and mitigation measures for the presence of these contaminants in the environment are still scarce and need to be quickly implemented to reduce potential future adverse efects on ecosystem services of coastal environments.",10.5894/rgci669,Ecosystem services in marine environments
ref_425,Sensitivity analysis as a tool to extend the applicability of LCA findings,"Purpose: Life cycle assessment (LCA) results are often used to communicate the environmental impacts of products and measure environmental performance for comparison between different options on the market. Sensitivity analyses are a routine part of LCA but often used with a narrow focus. In a case study on foodstuff packaging, the environmental performance of two food cartons in comparison with competing packaging solutions, i.e. food cartons, glass jars, steel cans, plastic pots and retortable pouches, was examined. Furthermore, the benefits of additional sensitivity analyses as a tool to model country-specific conditions to extend the applicability of LCA findings across a number of systems were evaluated. Methods: A cradle-to-grave LCA in compliance with ISO standards 14040 and 14044 for the European market (EU27 + 2) was performed. The study was accompanied by a critical review process. The choice of the analysed packaging systems was made according to the European market share. Relevant processes were modelled with primary input data wherever possible; otherwise, average data from public LCI databases were applied. A wide range of environmental impact categories were covered: Climate Change, Ozone Depletion Potential, Summer Smog, Acidification, Eutrophication, Human Toxicity: PM10 and Abiotic Resource Depletion. To comply with ISO standards, a sensitivity analysis on allocation was performed. In addition, sensitivity analyses on recycling rates were included. Results and discussion: The primary environmental impacts for both food cartons arose from base material production for primary packaging. The environmental performance of the food cartons compared favourably with all competing systems for virtually all examined impact categories, primarily due to the fact that primary packaging materials for food cartons are derived from renewable resources. The additional sensitivity analyses quantifying the influence of end-of-life management did not change overall results yet revealed trajectories that could be indicative of trends in a range of different settings from no to complete recycling. Thus, the additional sensitivity analyses revealed a robust result that may be informative in circumstances that depart from European settings. Conclusions: Both food cartons show a superior performance in comparison with alternatives. The sensitivity analyses on recycling rates confirm this result even with very low or high quotas applied. These analyses provide valuable information on how different parameters depending on different geographic scopes may influence the overall results. Future LCA work would benefit from low-effort additional sensitivity analyses to broaden applicability of results and examine the robustness of findings. © 2016, Springer-Verlag Berlin Heidelberg.",10.1007/s11367-016-1094-9,Sensitivity tool for LCA?
ref_427,Towards successful environmental performance of sustainable cities: Intervening sectors. A review,"Cities contribute around 80% of global greenhouse gas emissions. There is currently a massive growth in urban areas internationally, especially in developing countries. Urban centers and cities should offer an effective answer to new problems arising from planning and expansion, according to criteria of sustainability. Decisions for sustainable cities planning and management should be taken on an evaluation of their consequences. Correspondingly, each strategy should be designed and undertaken with the right tools of study, analysis and prediction. This paper aims to offer an analysis of the aspects involved in designing sustainable cities. It involves an overview of published papers focusing on urban transport, building energy consumption, green areas planning, waste management and water supply on a city-wide scale. In order to give a broader concept of sustainability in cities, an analysis of other variables from a social point of view is also given. The discussion of this research reflects that the adoption of mechanisms to promote sustainable development is a matter not only of decision makers and designers, but also of users and citizens. © 2015 Elsevier Ltd. All rights reserved.",10.1016/j.rser.2015.12.095,sustainable cities
ref_429,Plastic mulching in agriculture. Trading short-term agronomic benefits for long-term soil degradation?,"Plastic mulching has become a globally applied agricultural practice for its instant economic benefits such as higher yields, earlier harvests, improved fruit quality and increased water-use efficiency. However, knowledge of the sustainability of plastic mulching remains vague in terms of both an environmental and agronomic perspective. This review critically discusses the current understanding of the environmental impact of plastic mulch use by linking knowledge of agricultural benefits and research on the life cycle of plastic mulches with direct and indirect implications for long-term soil quality and ecosystem services. Adverse effects may arise from plastic additives, enhanced pesticide runoff and plastic residues likely to fragment into microplastics but remaining chemically intact and accumulating in soil where they can successively sorb agrochemicals. The quantification of microplastics in soil remains challenging due to the lack of appropriate analytical techniques. The cost and effort of recovering and recycling used mulching films may offset the aforementioned benefits in the long term. However, comparative and long-term agronomic assessments have not yet been conducted. Furthermore, plastic mulches have the potential to alter soil quality by shifting the edaphic biocoenosis (e.g. towards mycotoxigenic fungi), accelerate C/N metabolism eventually depleting soil organic matter stocks, increase soil water repellency and favour the release of greenhouse gases. A substantial process understanding of the interactions between the soil microclimate, water supply and biological activity under plastic mulches is still lacking but required to estimate potential risks for long-term soil quality. Currently, farmers mostly base their decision to apply plastic mulches rather on expected short-term benefits than on the consideration of long-term consequences. Future interdisciplinary research should therefore gain a deeper understanding of the incentives for farmers and public perception from both a psychological and economic perspective in order to develop new support strategies for the transition into a more environment-friendly food production. © 2016 .",10.1016/j.scitotenv.2016.01.153,Acolchado de plastico y servicios ecosistemicos.
ref_437,Life-Cycle Assessment of Food-Packaging Systems,"Food packaging plays a fundamental role in today’s society because it protects food from external sources of contamination and preserves food properties during the entire assigned shelf life. Due to this fundamental role, its use is increasingly widespread including emerging or underdeveloped countries. The global amount of packaging materials manufactured and disposed of every day has led many researchers to deal with the issue of their environmental impact. Several studies have been performed starting from 1990 to the present that have been aimed at demonstrating the best type of use of and end of life for each type of food-packaging material. In recent years, some studies have also demonstrated how the extension of the food shelf life by means of improved packaging could decrease the environmental impact of an entire packaged food based mainly on the reduction of the associated food waste. Based on these premises, this chapter aims at reviewing the main articles in the field of environmental assessment of food packaging by means of a life-cycle assessment approach and showing how, during the last two decades, this issue has received increasing attention. The review was performed by analysing 172 scientific papers collected from the Scopus database using specific keywords and refining the results based on a detailed analysis of the content of each article. The results show how interest in this topic has grown consistently during the last 25 years and indicates several research lines available for further studies in this field. © 2016, Springer Science+Business Media Singapore.",10.1007/978-981-287-913-4_1,NA
ref_441,Time is an affliction: Why ecology cannot be as predictive as physics and why it needs time series,"Ecological systems depend on both constraints and historical contingencies, both of which shape their present observable system state. In contrast to ahistorical systems, which are governed solely by constraints (i.e. laws), historical systems and their dynamics can be understood only if properly described, in the course of time. Describing these dynamics and understanding long-term variability can be seen as the mission of long time series measuring not only simple abiotic features but also complex biological variables, such as species diversity and abundances, allowing deep insights in the functioning of food webs and ecosystems in general. Long time-series are irreplaceable for understanding change, and crucially inherent system variability and thus envisaging future scenarios. This notwithstanding current policies in funding and evaluating scientific research discourage the maintenance of long term series, despite a clear need for long-term strategies to cope with climate change. Time series are crucial for a pursuit of the much invoked Ecosystem Approach and to the passage from simple monitoring programs of large-scale and long-term Earth observatories - thus promoting a better understanding of the causes and effects of change in ecosystems. The few ongoing long time series in European waters must be integrated and networked so as to facilitate the formation of nodes of a series of observatories which, together, should allow the long-term management of the features and characteristics of European waters. Human capacity building in this region of expertise and a stronger societal involvement are also urgently needed, since the expertise in recognizing and describing species and therefore recording them reliably in the context of time series is rapidly vanishing from the European Scientific community. © 2014 Elsevier B.V.",10.1016/j.seares.2014.07.008,Maybe ? pero no creo
ref_443,A new regime of carbon counting: The practices and politics of accounting for everyday carbon through CO2e,"Inspired by the commercial desires of global brands and retailers to access the lucrative green consumer market, carbon is increasingly being counted and made knowable at the mundane sites of everyday production and consumption, from the carbon footprint of a plastic kitchen fork to that of an online bank account. Despite the challenges of counting and making commensurable the global warming impact of a myriad of biophysical and societal activities, this desire to communicate a product or service's carbon footprint has sparked complicated carbon calculative practices and enrolled actors at literally every node of multi-scaled and vastly complex global supply chains. Against this landscape, this paper critically analyzes the counting practices that create the 'e' in 'CO2e'. It is shown that, central to these practices are a series of tools, models and databases which, in building upon previous work (Eden, 2012; Star and Griesemer, 1989) we conceptualize here as 'boundary objects'. By enrolling everyday actors from farmers to consumers, these objects abstract and stabilize greenhouse gas emissions from their messy material and social contexts into units of CO2e which can then be translated along a product's supply chain, thereby establishing a new currency of 'everyday supply chain carbon'. However, in making all greenhouse gas-related practices commensurable and in enrolling and stabilizing the transfer of information between multiple actors these objects oversee a process of simplification reliant upon, and subject to, a multiplicity of approximations, assumptions, errors, discrepancies and/or omissions. Further the outcomes of these tools are subject to the politicized and commercial agendas of the worlds they attempt to link, with each boundary actor inscribing different meanings to a product's carbon footprint in accordance with their specific subjectivities, commercial desires and epistemic framings. It is therefore shown that how a boundary object transforms greenhouse gas emissions into units of CO2e, is the outcome of distinct ideologies regarding 'what' a product's carbon footprint is and how it should be made legible. These politicized decisions, in turn, inform specific reduction activities and ultimately advance distinct, specific and increasingly durable transition pathways to a low carbon society. © 2015 Elsevier Ltd.",10.1016/j.gloenvcha.2015.04.011,Boundary objects theory?
ref_448,Measuring welfare beyond economics: The genuine progress of Hong Kong and Singapore,"Dissatisfaction with the Gross Domestic Product (GDP) as an indicator of a country's development or a population's wellbeing led to the development of the Genuine Progress Indicator (GPI). The GPI is an aggregate index of over 20 economic, social and environmental indicators, and accounts for both the welfare benefits of economic growth, and the social and environmental costs which accompany that economic growth. The result is better information about the level of welfare or well-being of a country's population. This book measures the GPI of Hong Kong and Singapore from 1968 to 2010. It finds that for both countries, economic output (as measured by the GDP) has grown more than welfare (as measured by the GPI), but important differences are also found. In Hong Kong, the GPI has grown for the whole period under consideration, while in Singapore the GPI has stalled from 1993. This is in line with most countries and is explained by the ""threshold hypothesis"" which states that beyond a certain level of economic development the benefits of further economic growth are outweighed by even higher environmental and social costs. The book argues that the growth of Hong Kong's GPI is due to its favourable relationship with China and in particular its ability to export low-wage jobs and polluting industries, rather than successful domestic policies. A stalling or shrinking GPI calls for alternative policies than the growth economy promoted by neoclassical economists, and the book explores an alternative model, that of the Steady State Economy (SSE). © 2015 Claudio O. Delang and Yi Hang Yu. All rights reserved.",10.4324/9780203067833,Maybe
ref_449,“No Plastic Bag Day” concept and its role in Malaysian’s environmental behaviour development,"The purpose of this study is to investigate the Malaysian values, awareness’s, and attitudes toward “No Plastic Bag Day” concept. It is also investigate how this event revolutionized the consumers’ behaviour every Saturday. This research is derived from quantitative research approach and will analyse 220 questionnaires which has been distributed in the Klang Valley area over a period of 2 months. In this research, PLS modelling approach will be used to analyse the relationship between Ecoliteracy, Perceived Behaviours, Consumer’s Attitude, and Subjective Norms with the Environmental Behaviour Development. The empirical analysis using PLS unveiled that Ecoliteracy, Perceived Behaviours and Subjective Norms has a significant relationship towards the environmental behaviour development in Malaysia. © 2015, Canadian Center of Science and Education. All rights reserved.",10.5539/ass.v11n18p174,"Maybe
Plastics attitude"
ref_455,Plastics and Environmental Sustainability,"Survey's the issues typically raised in discussions of sustainability and plastics Discusses current issues not covered in detail previously such as ocean litter, migration of additives into food products and the recovery of plastics Covers post-consumer fate of plastics on land and in the oceans, highlighting the environmental impacts of disposal methods Details toxicity of plastics, particularly as it applies to human health Presents a clear analysis of the key plastic-related issues including numerous citations of the research base that supports and contradicts the popularly held notions. © 2015 by John Wiley & Sons, Inc. All rights reserved.",10.1002/9781119009405,Maybe por toxicidad de plasticos en
ref_456,Aggregated indicator to assess land use impacts in life cycle assessment (LCA) based on the economic value of ecosystem services,"Soils are one of earth's essential natural resources, supporting nearly all terrestrial life. By and large, current life cycle impact assessment (LCIA) methodologies are limited in their assessment of potential land use impacts in terms of terrestrial biodiversity loss. The land use life cycle impact assessment (LULCIA) project spearheaded by the United Nations Environment Programme/Society of Environmental Toxicology and Chemistry (UNEP/SETAC) Life Cycle Initiative recently broadened the scope of land use evaluation in life cycle assessment (LCA) by encompassing six additional indicators that represent ecosystem provision and regulation services, as defined in the Millennium Ecosystem Assessment (2005). Although LCIA methodology is more comprehensive with regards to relevant impact pathways linked to land use, the development could potentially decrease the capacity of LCA as a decision support system by increasing the number of indicators from one to seven for the assessment of the land use impact category alone. To overcome this limitation, the project proposes a new LCIA method to estimate the decrease in value of the ecosystem services provided to society due to land use. The six midpoint land use indicators proposed by the LULCIA project are further modeled into a new area of protection, resources and ecosystem services, based on a functional approach. To do so, indicators expressed in biophysical units are converted into monetary units based on the economic valuation of the reduction of a given ecosystem service. The loss of provision services biotic production and fresh water recharge are estimated through productivity loss and water supply cost, respectively. The regulation services erosion resistance and mechanical and physicochemical water filtration are estimated through the cost of erosion mitigation measures and water purification process costs, respectively. The climate regulation potential is estimated through the social carbon cost: a decrease in carbon sequestration by soils is considered equivalent to an amount of carbon emitted in the atmosphere. We also propose to consider the local socioeconomic context by evaluating the economic adaptation capacity of countries: impacts on the resources and ecosystem services area of protection are only accounted for when the country has the capacity to adapt (while indirect impacts would be calculated by assessing the burdens of the adaptation scenario by performing a full LCA of these adaptation measures). The application of the method is illustrated through a case study evaluating the cradle-to-gate land use impacts of three bio-based polymers (biopolyethylene, polylactic acid and thermoplastic starch) produced in Brazil, Italy, Thailand and the United States. Impact scores are not only influenced by the biophysical specificity of the studied systems (e.g. crop yield affecting the inventory flow, type of biome affecting impact characterisation) but also by the local socioeconomic capacity to compensate for an ecosystem service loss and available compensation measures and technologies. In this case study, thermoplastic starch appears to have fewer impacts on land use and ecosystem services than biopolyethylene or polylactic acid. Overall, the research demonstrates the feasibility of further modeling the biophysical indicators of land use into an economic metric. This additional and complementary modeling step is meant to facilitate the interpretation of LCA results, enabling discussions on the relevance of the biophysical indicators affecting the loss of ecosystem services from land use. It may also be used as an explicit weighting scheme to aggregate the midpoint results into a single value expressing the social cost to compensate for the loss of the ecosystem services. © 2015 Elsevier Ltd. All rights reserved.",10.1016/j.jclepro.2015.01.041,Ecosystem services as indicator using LCA
ref_458,Urban environmental services: Valuing the environmental benefits of solid waste recycling in Brazil,"Taking into account environmental and economic aspects, this research aims at estimating the environmental services produced by municipal solid waste (MSW) recycling. The text values the urban environmental services associated with the recycling of steel, aluminium, paper, plastic and glass present in MSW in Brazil. Estimates indicate that benefits of current recycling rates reaches something between US$ 1.1 billion and US$ 2.4 billion per year; moreover, if all recyclable material were recycled, such benefits would increase up to US$ 5.2 billion. Copyright © 2015 Inderscience Enterprises Ltd.",10.1504/IJEWM.2015.066951,"Urban services in the context of recycling?. 
Maybe interesting to highlight the complementarity of  distributed approach?"
ref_459,The economics of marine litter,"This chapter aims to provide an overview of research into quantifying the economic impacts of marine litter. From an environmental economics perspective it introduces the difficulties in measuring the economic costs of marine litter; reviews those sectors where these costs are notable; and considers policy instruments, which can reduce these costs. Marine litter is underpinned by dynamic and complex processes, the drivers and impacts of which are multi-scalar, transboundary, and play out in both marine and terrestrial environments. These impacts include economic costs to expenditure, welfare and lost revenue. In most cases, these are not borne by the producers or the polluters. In industries such as fisheries and tourism the costs of marine litter are beginning to be quantified and are considerable. In other areas such as impacts on human health, or more intangible costs related to reduced ecosystem services, more research is evidently needed. As the costs of marine litter are most often used to cover removing debris or recovering from the damage which they have caused, this expenditure represents treatment rather than cure, and although probably cheaper than inaction do not present a strategy for cost reduction. Economic instruments, such as taxes and charges addressing the drivers of waste, for instance those being developed for plastic bags, could be used to reduce the production of marine litter and minimise its impacts. In any case, there remain big gaps in our understanding of the harm caused by marine litter, which presents difficulties when attempting to both quantify its economic costs, and develop effective and efficient instruments to reduce them. © 2015, Springer International Publishing. All Rights Reserved.",10.1007/978-3-319-16510-3_14,Ecosystem services for the Marine litter?
ref_463,Economics for environmental professionals,"Environmental professionals are often called upon to find solutions to environmental degradation problems or to lead the way in planning to prevent them. Because they come mainly from the environmental and science disciplines, most environmental professionals have limited training in the fundamentals of economics. This book is designed to provide those professionals not only with the basic principles of economics for foundational purposes but also the economic pros and cons to consider when making critical decisions on environmental issues. Economics for Environmental Professionals provides a fully explanatory, quantitative, and practical introduction to a wide range of topics that make up the science of environmental economics. Moreover, it showcases the power of economic principles to explain and predict issues and current events impacting the environment. It discusses the economics relevant to the environmental mediums of air, water, and land and provides pertinent information on air toxics, hazardous wastes, and other related topics. It provides environmental professionals with the education not only to understand the nuts and bolts of economic analysis but also to conduct economic analyses. Throughout the book, the author joins economics and environmental practice with common-sense approaches and practical real-world examples. Designed to stimulate thought, the book explores strategies for maintaining a safe environment without excessive regulation and cost. With the information in this book, environmental professionals will have an understanding of the framework in which environmental problems exist, what they cost, how to pay for them, and what the payback is (if any). © 2015 by Taylor & Francis Group, LLC.",10.1201/b18345,NA
ref_466,Stepping towards sustainability,"Mark Everard, author, scientist and broadcaster, argues that good intentions could derail the sustainable journey. The quest for fully sustainable use of additive substances raises short-term conflicts with the drive for continuous substantial increases in the proportion of PVC products recycled at the end of their useful lives. Legal spectres threaten to condemn PVC and other products to unsustainable disposal. Another legal aspect is that end-of-life PVC and other resources could fall foul of equally narrowly redefined waste legislation. Most legacy additives on REACH lists are locked into the PVC plastic matrix, particularly with respect to rigid PVC. They can also be captured at end-of-life by recycling infrastructure.",NA,NA
ref_474,Life Cycle Assessment (LCA): A Guide to Best Practice,"This first hands-on guide to ISO-compliant Life Cycle Assessment (LCA) makes this powerful tool immediately accessible to both professionals and students. Following a general introduction on the philosophy and purpose of LCA, the reader is taken through all the stages of a complete LCA analysis, with each step exemplified by real-life data from a major LCA project on beverage packaging. Measures as carbon and water footprint, based on the most recent international standards and definitions, are addressed. Written by two pioneers of LCA, this practical volume is targeted at first-time LCA users but equally makes a much-valued reference for more experienced practitioners. From the content: Goal and Scope Definition; Life Cycle Inventory Analysis; Life Cycle Impact Assessment; Interpretation, Reporting and Critical Review; From LCA to Sustainability Assessment and more. © 2014 Wiley-VCH Verlag GmbH & Co. KGaA. All rights reserved.",10.1002/9783527655625,Guide to Life Cycle Inventory Assessment
ref_478,"Sustainability Science for Social, Economic, and Environmental Development","While the effects of climate change become ever more apparent and pressing, the discussion of sustainable practices and environmental protection is a common overture among the academic and scientific communities. However, in order to be truly effective, sustainable solutions must be tested and applied in real-world situations. Sustainability Science for Social, Economic, and Environmental Development investigates the role of sustainability in the everyday lives of ordinary citizens, including issues of economy, social interaction, exploitation of natural resources, and sources of renewable energy. In this book, researchers, policy makers, economists, scientists, and general readers will all find crucial insight into the parallels between theory and practice in sustainable development. © 2014 by IGI Global. All rights reserved.",10.4018/978-1-4666-4995-8,sustainability science
ref_488,Sustainability principles and practice,"Sustainability Principles and Practice gives an accessible and comprehensive overview of the interdisciplinary field of sustainability. The focus is on furnishing solutions and equipping the student with both conceptual understanding and technical skills for the workplace. Each chapter explores one aspect of the field, first introducing relevant theory and presenting issues, then supplying tools for working toward solutions. Elements of sustainability are examined piece by piece, and wide coverage ranges over ecosystems, social equity, environmental justice, food, energy, product life cycles, cities, and more. Techniques for management and measurement as well as case studies from around the world are provided.Chapters include further reading, discussion questions, and problems to foster quantitative thinking. The book is supported by a companion website with key website links, detailed reading lists, glossary, and additional case studies, together with numerous projects, research problems, and group activities, all of which focus on real-world problem solving of sustainability issues.The textbook is designed to be used by undergraduate college and university students in sustainability degree programs and other programs in which sustainability is taught. © 2014 Margaret Robertson.",10.4324/9780203768747,Book on sustainability
ref_504,"Sustainability: If it’s everything, is it nothing?","Humans are not living within our ecological means. We are using the earth’s resources at a pace that cannot be maintained. We have already seen evidence of the fallout associated with ecological overconsumption and continued abuse of environmental systems will create increasing challenges both today and into the future. Our depletion of natural systems minimizes the possibilities available to future generations who are expected to somehow rely on innovation and ingenuity for their survival. Yet, despite the challenges we face, governments, individuals, non-profits, educational institutions, and corporations are all heralding the promise of sustainable development to save our environmental systems from collapse while allowing for uninterrupted economic growth.Today, the concept of sustainability is a widespread goal that nearly everyone supports. at the same time, almost no one means the same thing when they use the term. Sustainability is so broad and overly used that it seems to mean everything to everyone. The result is that the concept has lost its meaning. In this book, the authors examine the misuses and abuses of ""sustainability"" and seek to refine and clarify the concept. The authors offer a new definition of sustainability – what they call neo-sustainability – to help guide policies and practices that respect the primacy of the environment, the natural limits of the environment, and the relationship between environmental, social, and economic systems. © 2014 Heather M. Farley and Zachary A. Smith.",10.4324/9780203799062,Definition of sustainability
ref_515,Ecological economics: Sustainability in practice,"In a concise and crisp manner, this book presents the state of the art in ecological economics, an interdisciplinary field focused on the analysis of sustainability of global, national and regional economic systems. An elegant guide, the book offers a range of cutting edge methods used in sustainability research including multicriteria decision aid (MCDA), input-output analysis, and life cycle analysis. This book is packed with references for students with some background in economics, environmental science or mathematics who aim to develop the analytical skills required for redirecting our development path towards sustainability in government, international organisations, academia, non-profit sector and business. As such, the book is primarily aimed at MSc and first year PhD students reading for degrees in Environmental Change and Management, Ecological Economics, Environmental Management, Philosophy, Politics and Economics, and those taking part in similar programmes. The book strives to develop the idea that a significant adjustment of the current economic theories is required, an idea supported by the emerged world economic crisis, the climatic and biodiversity crisis the world is currently facing and the enormously slow progress that has been made in the field of reorientation of the global economy towards sustainability. The practical case studies provided focus on the most pressing topics of today, and the book adopts a positive approach for problem solving and strategic development, which is aimed at educating the future decision makers and business leaders. © Springer Science+Business Media B.V. 2012. All Rights Reserved.",10.1007/978-94-007-1972-9,NA
ref_517,Life cycle assessment of greenhouse gas emissions,"Life cycle assessments of greenhouse gas emissions have been developed for analyzing products ""from cradle to grave"": From resource extraction to waste disposal. Life cycle assessment methodology has also been applied to economies, trade between countries, aspects of production and to waste management, including CO2 capture and sequestration. Life cycle assessments of greenhouse gas emissions are often part of wider environmental assessments, which also cover other environmental impacts. Such wider ranging assessments allow for considering ""trade-offs"" between (reduction of) greenhouse gas emissions and other environmental impacts and co-benefits of reduced greenhouse gas emissions. Databases exist which contain estimates of current greenhouse gas emissions linked to fossil fuel use and to many current agricultural and industrial activities. However these data bases do allow for substantial uncertainties in emission estimates. Assessments of greenhouse gas emissions linked to new processes and products are subject to even greater data-linked uncertainty. Variability in outcomes of life cycle assessments of greenhouse gas emissions may furthermore originate in different choices regarding functional units, system boundaries, time horizons, and the allocation of greenhouse gas emissions to outputs in multi-output processes. Life cycle assessments may be useful in the identification of life cycle stages that are major contributors to greenhouse gas emissions and of major reduction options, in the verification of alleged climate benefits and to establish major differences between competing products. They may also be helpful in the analysis and development of options, policies, and innovations aimed at mitigation of climate change. The main findings from available life cycle assessments of greenhouse gas emissions are summarized, offering guidance in mitigating climate change. Future directions in developing life cycle assessment and its application are indicated. These include: Better handling of indirect effects, of uncertainty, and of changes in carbon stock of recent biogenic origin; and improved comprehensiveness in dealing with climate warming. © 2012. Springer Science+Business Media, LLC. All rights reserved.",10.1007/978-1-4419-7991-9_2,LCA
ref_519,Renewable energy sources and climate change mitigation: Special report of the intergovernmental panel on climate change,"This Intergovernmental Panel on Climate Change Special Report (IPCC-SRREN) assesses the potential role of renewable energy in the mitigation of climate change. It covers the six most important renewable energy sources - bioenergy, solar, geothermal, hydropower, ocean and wind energy - as well as their integration into present and future energy systems. It considers the environmental and social consequences associated with the deployment of these technologies, and presents strategies to overcome technical as well as non-technical obstacles to their application and diffusion. SRREN brings a broad spectrum of technology-specific experts together with scientists studying energy systems as a whole. Prepared following strict IPCC procedures, it presents an impartial assessment of the current state of knowledge: it is policy relevant but not policy prescriptive. SRREN is an invaluable assessment of the potential role of renewable energy for the mitigation of climate change for policymakers, the private sector, and academic researchers. © Intergovernmental Panel on Climate Change 2012.",10.1017/CBO9781139151153,climate change
ref_526,Environmental literacy in science and society: From knowledge to decisions,"In an era where humans affect virtually all of the earth's processes, questions arise about whether we have sufficient knowledge of human-environment interactions. How can we sustain the Earth's ecosystems to prevent collapses and what roles should practitioners and scientists play in this process? These are the issues central to the concept of environmental literacy. This unique book provides a comprehensive review and analysis of environmental literacy within the context of environmental science and sustainable development. Approaching the topic from multiple perspectives, it explores the development of human understanding of the environment and human-environment interactions in the fields of biology, psychology, sociology, economics and industrial ecology. The discussion emphasises the importance of knowledge integration and transdisciplinary processes as key strategies for understanding complex human-environment systems (HES). In addition, the author defines the HES framework as a template for investigating sustainably coupled human-environment systems in the 21st century. © R. W. Scholz 2011.",10.1017/CBO9780511921520,NA
